0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
4891,Trends in food science & technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-food-science-and-technology,Elsevier,0924-2244,1879-3053,1995-01-01,Present,,,,,,
4892,Trends in Endocrinology & Metabolism,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-endocrinology-and-metabolism,Elsevier,1043-2760,1879-3061,1995-01-01,Present,,,,,,
4893,Trends in cognitive sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-cognitive-sciences,Elsevier Science Limited,1364-6613,1879-307X,1997-04-01,Present,,,,,,
4894,Trends in cell biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-cell-biology,Elsevier,0962-8924,1879-3088,1995-01-01,Present,,,,,,
4895,Trends in biotechnology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trends-in-biotechnology,Elsevier,0167-7799,1879-3096,1995-01-01,Present,,,,,,
4896,Transport policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/transport-policy,Elsevier,0967-070X,1879-310X,1995-01-01,Present,,,,,,
4897,Mathematical social sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mathematical-social-sciences,North Holland,0165-4896,1879-3118,1995-02-01,Present,,,,,,
4898,Transfusion science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/transfusion-science,Elsevier,0955-3886,1879-3126,1995-03-01,2000-12-31,,,,,,
4899,Mathematical Biosciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mathematical-biosciences,Elsevier,0025-5564,1879-3134,1995-01-01,Present,,,,,,
4900,TrAC Trends in Analytical Chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/trac-trends-in-analytical-chemistry,Elsevier,0165-9936,1879-3142,1995-01-01,Present,,,,,,
4901,Toxicon,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/toxicon,Elsevier,0041-0101,1879-3150,1995-01-01,Present,,,,,,
4902,Toxicology Letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/toxicology-letters,Elsevier,0378-4274,1879-3169,1995-01-01,Present,,,,,,
4903,Toxicology in Vitro,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/toxicology-in-vitro,Elsevier,0887-2333,1879-3177,1995-02-01,Present,,,,,,
4904,Toxicology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/toxicology,Elsevier,0300-483X,1879-3185,1995-01-06,Present,,,,,,
4905,Tourism management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/tourism-management,Elsevier,0261-5177,1879-3193,1995-02-01,Present,,,,,,
4906,Topology and Its Applications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/topology-and-its-applications,North Holland,0166-8641,1879-3207,1980-01-01,Present,,,,,,
4907,Topology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/topology,Elsevier,0040-9383,1879-3215,1962-01-01,2011-12-31,,,,,,
4908,Thin-walled structures,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/thin-walled-structures,Elsevier Science Limited,0263-8231,1879-3223,1995-01-01,Present,,,,,,
4909,Theriogenology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/theriogenology,Elsevier,0093-691X,1879-3231,1974-01-01,Present,,,,,,
4910,Telematics and Informatics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/telematics-and-informatics,Elsevier Science Limited,0736-5853,1879-324X,1994-12-01,Present,,,,,,
4911,Telecommunications policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/telecommunications-policy,Pergamon,0308-5961,1879-3258,1995-01-01,Present,,,,,,
4912,Tectonophysics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/tectonophysics,Elsevier,0040-1951,1879-3266,1995-01-15,Present,,,,,,
4913,Technology in society,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/technology-in-society,Elsevier Science Limited,0160-791X,1879-3274,1995-01-01,Present,,,,,,
4914,System,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/system,Elsevier,0346-251X,1879-3282,1995-02-01,Present,,,,,,
4915,Synthetic metals,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/synthetic-metals,Elsevier,0379-6779,1879-3290,1995-01-01,Present,,,,,,
4916,Survey of Ophthalmology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/survey-of-ophthalmology,Elsevier,0039-6257,1879-3304,1995-01-01,Present,,,,,,
4917,Materials chemistry and physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-chemistry-and-physics,Elsevier,0254-0584,1879-3312,1995-01-15,Present,,,,,,
4918,Surgical oncology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/surgical-oncology,Elsevier,0960-7404,1879-3320,1995-02-01,Present,,,,,,
4919,Surgical neurology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/surgical-neurology,Elsevier,0090-3019,1879-3339,1995-01-01,2009-12-31,,,,,,
4920,Surface and coatings technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/surface-and-coatings-technology,Elsevier,0257-8972,1879-3347,1995-01-01,Present,,,,,,
4921,Structural Safety,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/structural-safety,Elsevier,0167-4730,1879-3355,1995-03-01,Present,,,,,,
4922,Marine pollution bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-pollution-bulletin,Elsevier,0025-326X,1879-3363,1995-01-01,Present,,,,,,
4923,Spill Science & Technology Bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/spill-science-and-technology-bulletin,Elsevier,1353-2561,1879-3371,1995-03-01,2003-12-31,,,,,,
4924,Space Policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/space-policy,Elsevier,0265-9646,1879-338X,1995-02-01,Present,,,,,,
4925,Solar Energy Materials and Solar Cells,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/solar-energy-materials-and-solar-cells,Elsevier,0927-0248,1879-3398,1995-01-01,Present,,,,,,
4926,Soil Technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/soil-technology,Elsevier Science Limited,0933-3630,1879-3401,1995-03-01,1997-10-31,,,,,,
4927,Soil Dynamics and Earthquake Engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/soil-dynamics-and-earthquake-engineering,Elsevier,0267-7261,1879-341X,1995-01-01,Present,,,,,,
4928,Soil Biology and Biochemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/soil-biology-and-biochemistry,Elsevier,0038-0717,1879-3428,1995-01-01,Present,,,,,,
4929,Plasmas & Ions,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/plasmas-and-ions,Elsevier Masson SAS,1288-3255,1879-3436,1998-09-01,2000-01-31,,,,,,
4930,Soil and Tillage Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/soil-and-tillage-research,Elsevier Science Limited,0167-1987,1879-3444,1995-01-01,Present,,,,,,
4931,International journal of fatigue,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-fatigue,Elsevier,0142-1123,1879-3452,1995-01-01,Present,,,,,,
4932,International journal of food microbiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-food-microbiology,Elsevier,0168-1605,1879-3460,1995-01-01,Present,,,,,,
4933,International journal of hydrogen energy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,Elsevier,0360-3199,1879-3487,1995-01-01,Present,,,,,,
4934,International journal of immunopharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-immunopharmacology,Elsevier,0192-0561,1879-3495,1995-01-01,2000-12-31,,,,,,
4935,International journal of impact engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-impact-engineering,Elsevier,0734-743X,1879-3509,1995-02-01,Present,,,,,,
4936,International journal of electrical power & energy systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-electrical-power-and-energy-systems,Elsevier,0142-0615,1879-3517,1995-02-01,Present,,,,,,
4937,International journal of mineral processing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-mineral-processing,Elsevier,0301-7516,1879-3525,1995-04-01,Present,,,,,,
4938,International journal of multiphase flow,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-multiphase-flow,Elsevier,0301-9322,1879-3533,1995-01-01,Present,,,,,,
4939,International Journal of Pressure Vessels and Piping,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-pressure-vessels-and-piping,Elsevier Science Limited,0308-0161,1879-3541,1995-01-01,Present,,,,,,
4940,"International Journal of Radiation Oncology, Biology, Physics",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-radiation-oncology-biology-physics,Elsevier,0360-3016,1879-355X,1995-01-01,Present,,,,,,
4941,Physics and Chemistry of the Earth,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physics-and-chemistry-of-the-earth,Pergamon,0079-1946,1879-3568,1995-02-01,1998-12-31,,,,,,
4942,Geothermics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/geothermics,Elsevier,0375-6505,1879-3576,1995-02-01,Present,,,,,,
4943,Geotextiles and geomembranes,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/geotextiles-and-geomembranes,Elsevier,0266-1144,1879-3584,1996-01-01,Present,,,,,,
4944,Mutation Research/Genetic Toxicology and Environmental Mutagenesis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mutation-research-genetic-toxicology-and-environmental-mutagenesis,Elsevier,1383-5718,1879-3592,1997-01-15,Present,,,,,,
4945,British Veterinary Journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/british-veterinary-journal,Elsevier Science Limited,0007-1935,1879-3606,1984-01-01,1996-11-30,,,,,,
4946,Obstetrics Gynaecology and Reproductive Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/obstetrics-gynaecology-and-reproductive-medicine,Elsevier Ltd,1751-7214,1879-3622,2007-01-01,Present,,,,,,
4947,Vascular pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/vascular-pharmacology,Elsevier,1537-1891,1879-3649,2002-01-01,Present,,,,,,
4948,Journal of Geriatric Oncology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-geriatric-oncology,Elsevier,1879-4068,1879-4076,2010-06-01,Present,,,,,,
4949,DoctorConsult - The Journal. Wissen für Klinik und Praxis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/doctorconsult-the-journal-wissen-fur-klinik-und-praxis,Elsevier Gmbh Urban & Fischer,,1879-4122,2010-03-01,2011-12-31,,,,,,
4950,Organic Agriculture,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13165,Springer Science+Business Media B.V.,1879-4238,1879-4246,2011-01-01,Present,,,,,,
4951,European Journal for Philosophy of Science,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13194,Springer Science+Business Media B.V.,1879-4912,1879-4920,2011-01-01,Present,,,,,,
4952,Australasian Physical & Engineering Sciences in Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13246,Springer Science+Business Media B.V.,0158-9938,1879-5447,2001-01-01,Present,,,,,,
4953,Current Opinion in Virology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-opinion-in-virology,Elsevier Science Limited,1879-6257,1879-6265,2011-07-01,Present,,,,,,
4954,Advances in Life Course Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advances-in-life-course-research,Elsevier,1569-4909,1879-6974,2000-01-01,Present,,,,,,
4955,"European Annals of Otorhinolaryngology, Head and Neck Diseases",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-annals-of-otorhinolaryngology-head-and-neck-diseases,Elsevier Masson SAS,1879-7296,1879-730X,2010-03-01,Present,,,,,,
4956,International Journal of Paleopathology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-paleopathology,Elsevier,1879-9817,1879-9825,2011-03-01,Present,,,,,,
4957,Drug Metabolism and Pharmacokinetics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/drug-metabolism-and-pharmacokinetics,Japanese Society for the Study of Xenobiotics,1347-4367,1880-0920,2002-01-01,Present,,,,,,
4958,Journal of Echocardiography,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12574,Japanese Society of Echocardiography,1349-0222,1880-344X,2009-01-01,Present,,,,,,
4959,Journal of oral biosciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-oral-biosciences,Elsevier,1349-0079,1880-3865,2004-02-01,Present,,,,,,
4960,Pediatric Dental Journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pediatric-dental-journal,Elsevier,0917-2394,1880-3997,2004-01-01,Present,,,,,,
4961,Breast cancer: the journal of the Japanese Breast Cancer Society,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12282,Springer Japan,1340-6868,1880-4233,1997-01-01,Present,,,,,,
4962,The Journal of Physiological Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12576,一般社団法人　日本生理学会,1880-6546,1880-6562,2008-01-01,Present,,,,,,
4963,New Generation Computing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/354,Springer Science+Business Media B.V.,0288-3635,1882-7055,1997-01-01,Present,,,,,,
4964,Revista Española de Cardiología (English Edition),ScienceDirect (CRKN),https://www.sciencedirect.com/journal/revista-espanola-de-cardiologia-english-edition,Elsevier,,1885-5857,2004-01-01,Present,,,,,,
4965,Archives of computational methods in engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11831,Springer Science+Business Media B.V.,1134-3060,1886-1784,1997-01-01,Present,,,,,,
4966,Journal of Iberian Geology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/41513,Universidad Complutense de Madrid,1698-6180,1886-7995,2017-03-01,2017-12-31,,,,,,
4967,Acta Geophysica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11600,De Gruyter,1895-6572,1895-7455,2006-01-01,Present,,,,,,
4968,Central European Journal of Geosciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13533,Springer,2081-9900,1896-1517,2009-01-01,2014-12-31,,,,,,
4969,Acta Parasitologica,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11686,De Gruyter,1230-2821,1896-1851,2006-01-01,2014-12-31,,,,,,
4970,Opto-electronics review (Springer),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11772,Versita,1230-3402,1896-3757,2006-01-01,2014-12-31,,,,,,
4971,International Journal of Occupational Medicine & Environmental Health,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13382,Nofer Institute of Occupational Medicine,1232-1087,1896-494X,2011-01-01,2014-12-31,,,,,,
4972,Geochronometria,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13386,Sciendo,1733-8387,1897-1695,2011-01-01,2014-12-31,,,,,,
4973,Oceanological and Hydrobiological Studies,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13545,De Gruyter,1730-413X,1897-3191,2011-01-01,2014-12-31,,,,,,
4974,Advances in Medical Sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advances-in-medical-sciences,Elsevier,1896-1126,1898-4002,2010-01-01,Present,,,,,,
4975,Canadian Journal of Cardiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/canadian-journal-of-cardiology,Elsevier,0828-282X,1916-7075,2006-01-01,Present,,,,,,
4976,Paediatrics & Child Health,Oxford Journals (CRKN),https://academic.oup.com/pch/issue,Oxford University Press,1205-7088,1918-1485,1996-01-01,Present,,,,,,
4977,Canadian Journal of Public Health = Revue Canadienne de Sante Publique,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/41997,Canadian Public Health Association,0008-4263,1920-7476,2018-01-01,Present,,,,,,
4978,Military medicine,Oxford Journals (CRKN),https://academic.oup.com/milmed/issue,Oxford University Press,0026-4075,1930-613X,1996-01-01,Present,,,,,,
4979,ILAR Journal,Oxford Journals (CRKN),https://academic.oup.com/ilarjournal/issue,Oxford University Press,1084-2020,1930-6180,1997-01-01,Present,,,,,,
4980,Hydrotechnical Construction,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/10749,Consultants Bureau,0018-8220,1930-630X,1997-01-01,2001-12-31,,,,,,
4981,Hydrotechnical Construction,SpringerLINK Archive (CRKN),https://link.springer.com/journal/volumesAndIssues/10749,Consultants Bureau,0018-8220,1930-630X,1967-01-01,1996-12-31,,,,,,
4982,Environmental History,Oxford Journals (CRKN),https://academic.oup.com/envhis/issue,Oxford University Press,1084-5453,1930-8892,1996-01-01,Present,,,,,,
4983,Computational and theoretical polymer science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computational-and-theoretical-polymer-science,Elsevier Science Limited,1089-3156,1930-8949,1997-01-01,2001-12-31,,,,,,
4984,Journal of Exotic Pet Medicine (Science Direct),ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-exotic-pet-medicine,Elsevier Health Sciences,1557-5063,1931-6283,2006-01-01,Present,,,,,,
4985,Current Bladder Dysfunction Reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11884,Current Medicine Group LLC,1931-7212,1931-7220,2006-01-01,Present,,,,,,
4986,Brain Imaging and Behavior,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11682,Springer Science+Business Media B.V.,1931-7557,1931-7565,2007-01-01,Present,,,,,,
4987,Journal of Cancer Survivorship,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11764,Springer Science+Business Media B.V.,1932-2259,1932-2267,2007-01-01,Present,,,,,,
4988,The Journal of Physical Chemistry C,ACS (CRKN),https://pubs.acs.org/journal/jpccck,American Chemical Society,1932-7447,1932-7455,2007-01-11,Present,,,,,,
4989,Current Cardiovascular Risk Reports,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12170,Current Medicine Group LLC,1932-9520,1932-9563,2007-01-01,Present,,,,,,
4990,Sensing and instrumentation for food quality and safety,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11694,Springer Verlag,1932-7587,1932-9954,2007-01-01,2011-12-31,,,,,,
4991,Evolutionary Biology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11692,Springer Science+Business Media B.V.,0071-3260,1934-2845,2007-01-01,Present,,,,,,
4992,Medical and Surgical Dermatology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/533,Springer Verlag New York Inc,0944-5196,1934-2853,2007-01-01,2009-12-31,,,,,,
4993,Annals of Dyslexia,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11881,Springer Science+Business Media B.V.,0736-9387,1934-7243,1997-01-01,Present,,,,,,
4994,Vestnik St. Petersburg University: Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11988,Springer Science+Business Media B.V.,1063-4541,1934-7855,2007-01-01,Present,,,,,,
4995,Bulletin of the Crimean Astrophysical Observatory,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11989,Allerton Press Incorporated,0190-2717,1934-7863,2007-01-01,Present,,,,,,
4996,Seismic Instruments,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11990,Springer Science+Business Media B.V.,0747-9239,1934-7871,2007-01-01,Present,,,,,,
4997,International Journal of Self-Propagating High-Temperature Synthesis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12003,Springer Science+Business Media B.V.,1061-3862,1934-788X,2007-01-01,Present,,,,,,
4998,Optical Memory & Neural Networks,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12005,Allerton Press Incorporated,1060-992X,1934-7898,2007-01-01,Present,,,,,,
4999,Russian Aeronautics (Iz VUZ),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11977,Springer Science+Business Media B.V.,1068-7998,1934-7901,2007-01-01,Present,,,,,,
5000,Moscow University Biological Sciences Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11966,Springer Science+Business Media B.V.,0096-3925,1934-791X,2007-01-01,Present,,,,,,
5001,Moscow University Soil Science Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11973,Springer Science+Business Media B.V.,0147-6874,1934-7928,2007-01-01,Present,,,,,,
5002,Mechanics of Solids,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11964,Springer Science+Business Media B.V.,0025-6544,1934-7936,2007-01-01,Present,,,,,,
5003,"Optoelectronics, Instrumentation and Data Processing",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11974,Allerton Press Incorporated,8756-6990,1934-7944,2007-01-01,Present,,,,,,
5004,Surface Engineering and Applied Electrochemistry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11987,Springer Science+Business Media B.V.,1068-3755,1934-8002,2007-01-01,Present,,,,,,
5005,Russian Electrical Engineering,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11979,Springer Science+Business Media B.V.,1068-3712,1934-8010,2007-01-01,Present,,,,,,
5006,Solid Fuel Chemistry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11985,Springer Science+Business Media B.V.,0361-5219,1934-8029,2007-01-01,Present,,,,,,
5007,Russian Agricultural Sciences,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11978,Springer Science+Business Media B.V.,1068-3674,1934-8037,2007-01-01,Present,,,,,,
5008,Mathematical Methods of Statistics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12004,Springer Science+Business Media B.V.,1066-5307,1934-8045,2007-01-01,Present,,,,,,
5009,Radioelectronics and Communications Systems,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11976,Springer Science+Business Media B.V.,0735-2727,1934-8061,2007-01-01,Present,,,,,,
5010,Physics of Wave Phenomena,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11975,Springer Science+Business Media B.V.,1541-308X,1934-807X,2007-01-01,Present,,,,,,
5011,Russian Engineering Research,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11980,Springer Science+Business Media B.V.,1068-798X,1934-8088,2007-01-01,Present,,,,,,
5012,Russian Meteorology and Hydrology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11983,Springer Science+Business Media B.V.,1068-3739,1934-8096,2007-01-01,Present,,,,,,
5013,Russian Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11982,Springer Science+Business Media B.V.,1066-369X,1934-810X,2007-01-01,Present,,,,,,
5014,Scientific and Technical Information Processing,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11984,Springer Science+Business Media B.V.,0147-6882,1934-8118,2007-01-01,Present,,,,,,
5015,Siberian Advances in Mathematics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12002,Springer Science+Business Media B.V.,1055-1344,1934-8126,2007-01-01,Present,,,,,,
5016,Research in social and administrative pharmacy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/research-in-social-and-administrative-pharmacy,Elsevier,1551-7411,1934-8150,2005-03-01,Present,,,,,,
5017,Automatic Documentation and Mathematical Linguistics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11952,Springer Science+Business Media B.V.,0005-1055,1934-8371,2007-01-01,Present,,,,,,
5018,Bulletin of the Lebedev Physics Institute,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11953,Springer Science+Business Media B.V.,1068-3356,1934-838X,2007-01-01,Present,,,,,,
5019,Coke and Chemistry,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11955,Springer Science+Business Media B.V.,1068-364X,1934-8398,2007-01-01,Present,,,,,,
5020,Kinematics and Physics of Celestial Bodies,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11963,Springer Science+Business Media B.V.,0884-5913,1934-8401,2007-01-01,Present,,,,,,
5021,"Molecular Genetics, Microbiology and Virology",SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11965,Springer Science+Business Media B.V.,0891-4168,1934-841X,2007-01-01,Present,,,,,,
5022,Moscow University Computational Mathematics and Cybernetics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11968,Springer Science+Business Media B.V.,0278-6419,1934-8428,2007-01-01,Present,,,,,,
5023,Moscow University Geology Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11969,Springer Science+Business Media B.V.,0145-8752,1934-8436,2007-01-01,Present,,,,,,
5024,Moscow University Mathematics Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11970,Springer Science+Business Media B.V.,0027-1322,1934-8444,2007-01-01,Present,,,,,,
5025,Moscow University Mechanics Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11971,Springer Science+Business Media B.V.,0027-1330,1934-8452,2007-01-01,Present,,,,,,
5026,Moscow University Physics Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11972,Springer Science+Business Media B.V.,0027-1349,1934-8460,2007-01-01,Present,,,,,,
5027,Journal of Water Chemistry and Technology,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11962,Springer Science+Business Media B.V.,1063-455X,1934-936X,2007-01-01,Present,,,,,,
5028,Journal of Contemporary Physics (Armenian Academy of Sciences),SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11958,Springer Science+Business Media B.V.,1068-3372,1934-9378,2007-01-01,Present,,,,,,
5029,Journal of Friction and Wear,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11959,Springer Science+Business Media B.V.,1068-3666,1934-9386,2007-01-01,Present,,,,,,
5030,Journal of Machinery Manufacture and Reliability,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/12001,Springer Science+Business Media B.V.,1052-6188,1934-9394,2007-01-01,Present,,,,,,
5031,Journal of Superhard Materials,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11961,Springer Science+Business Media B.V.,1063-4576,1934-9408,2007-01-01,Present,,,,,,
5032,Journal of Contemporary Mathematical Analysis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11957,Springer Science+Business Media B.V.,1068-3623,1934-9416,2007-01-01,Present,,,,,,
5033,Applied Solar Energy,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11949,Springer Science+Business Media B.V.,0003-701X,1934-9424,2007-01-01,Present,,,,,,
5034,Bulletin of the Russian Academy of Sciences. Physics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11954,Springer Science+Business Media B.V.,1062-8738,1934-9432,2007-01-01,Present,,,,,,
5035,Cytology and Genetics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11956,Springer Science+Business Media B.V.,0095-4527,1934-9440,2007-01-01,Present,,,,,,
5036,Russian Journal of Non-Ferrous Metals,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11981,Springer Science+Business Media B.V.,1067-8212,1934-970X,2007-01-01,Present,,,,,,
5037,Moscow University Chemistry Bulletin,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11967,Springer Science+Business Media B.V.,0027-1314,1935-0260,2007-01-01,Present,,,,,,
