Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,0
Metal Powder Report,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/metal-powder-report,Elsevier,0026-0657,1873-4065,1995-01-01,Present,3957
Marine and petroleum geology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-and-petroleum-geology,Elsevier,0264-8172,1873-4073,1995-01-01,Present,3958
Materials Science in Semiconductor Processing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-science-in-semiconductor-processing,Elsevier,1369-8001,1873-4081,1998-04-01,Present,3959
Materials today,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-today,Elsevier,1369-7021,1873-4103,1998-01-01,Present,3960
Maturitas,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/maturitas,Elsevier,0378-5122,1873-4111,1995-01-01,Present,3961
Measurement,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/measurement,Elsevier,0263-2241,1873-412X,1995-01-01,Present,3962
Meat Science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/meat-science,Elsevier Science Limited,0309-1740,1873-4138,1995-01-01,Present,3963
Supramolecular science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/supramolecular-science,Elsevier,0968-5677,1873-4146,1995-01-01,1998-10-31,3964
Legal medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/legal-medicine,Elsevier,1344-6223,1873-4162,1999-01-01,Present,3965
Marine structures,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-structures,Elsevier,0951-8339,1873-4170,1995-01-01,Present,3966
Materials characterization,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-characterization,Elsevier,1044-5803,1873-4189,1995-01-01,Present,3967
Materials & Design,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-and-design-1980-2015,Elsevier,0264-1275,1873-4197,1995-01-01,2015-09-15,3968
Materials & Design,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-and-design,Elsevier,0264-1275,1873-4197,2015-10-05,Present,3969
Biophysical chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biophysical-chemistry,Elsevier,0301-4622,1873-4200,1995-02-01,Present,3970
Materials research bulletin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-research-bulletin,Elsevier,0025-5408,1873-4227,1995-01-01,Present,3971
Biosensors and bioelectronics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biosensors-and-bioelectronics,Elsevier,0956-5663,1873-4235,1995-01-01,Present,3972
Journal of molecular graphics and modelling,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-molecular-graphics-and-modelling,Elsevier,1093-3263,1873-4243,1997-02-01,Present,3973
Carbohydrate research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/carbohydrate-research,Elsevier,0008-6215,1873-426X,1995-01-03,Present,3974
Journal of molecular graphics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-molecular-graphics,Elsevier Science Limited,0263-7855,1873-4278,1995-02-01,1996-12-31,3975
Catalysis today,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/catalysis-today,Elsevier,0920-5861,1873-4308,1995-01-25,Present,3976
Analytica chimica acta,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/analytica-chimica-acta,Elsevier,0003-2670,1873-4324,1995-01-10,Present,3977
Journal of Pediatric and Adolescent Gynecology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-pediatric-and-adolescent-gynecology,Elsevier,1083-3188,1873-4332,1996-02-01,Present,3978
Colloids and Surfaces A: Physicochemical and Engineering Aspects,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/colloids-and-surfaces-a-physicochemical-and-engineering-aspects,Elsevier,0927-7757,1873-4359,1995-01-02,Present,3979
Colloids and Surfaces B: Biointerfaces,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/colloids-and-surfaces-b-biointerfaces,Elsevier,0927-7765,1873-4367,1995-01-02,Present,3980
Computers & chemical engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/computers-and-chemical-engineering,Elsevier,0098-1354,1873-4375,1995-01-01,Present,3981
Clinical Microbiology Newsletter,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-microbiology-newsletter,Elsevier,0196-4399,1873-4391,1995-01-01,Present,3982
Chemical engineering science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chemical-engineering-science,Elsevier,0009-2509,1873-4405,1995-01-01,Present,3983
Revue de Micropalí©ontologie,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/revue-de-micropaleontologie,Elsevier Masson SAS,0035-1598,1873-4413,1995-03-01,Present,3984
Chemical physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chemical-physics,North Holland,0301-0104,1873-4421,1995-01-01,Present,3985
Chemical physics letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chemical-physics-letters,North Holland,0009-2614,1873-4448,1995-01-01,Present,3986
Cancer Genetics and Cytogenetics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cancer-genetics-and-cytogenetics,Elsevier,0165-4608,1873-4456,1995-01-01,2010-12-31,3987
Desalination,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/desalination,Elsevier,0011-9164,1873-4464,1995-01-01,Present,3988
Progress in Oceanography,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-oceanography,Elsevier,0079-6611,1873-4472,1995-01-01,Present,3989
Clinical cornerstone,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-cornerstone,Excerpta Medica,1098-3597,1873-4480,1998-06-01,2009-12-31,3990
Clinical Imaging,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-imaging,Elsevier,0899-7071,1873-4499,1995-01-01,Present,3991
Journal of Cataract & Refractive Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cataract-and-refractive-surgery,Elsevier Health Sciences,0886-3350,1873-4502,1995-01-01,Present,3992
Progress in planning,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-planning,Elsevier,0305-9006,1873-4510,1995-01-01,Present,3993
Journal of Clinical Anesthesia,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-clinical-anesthesia,Elsevier,0952-8180,1873-4529,1995-02-01,Present,3994
Public relations review,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/public-relations-review,Elsevier Inc NY Journals,0363-8111,1873-4537,1994-12-01,Present,3995
International journal of rock mechanics and mining sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-rock-mechanics-and-mining-sciences,Elsevier,1365-1609,1873-4545,1997-01-01,Present,3996
Quaternary International,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/quaternary-international,Pergamon,1040-6182,1873-4553,1995-01-01,Present,3997
International journal of transport management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-transport-management,Elsevier,1471-4051,1873-4561,2002-02-01,2004-12-31,3998
Quaternary Science Reviews,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/quaternary-science-reviews,Pergamon,0277-3791,1873-457X,1995-01-01,Present,3999
Journal of Voice,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-voice,Mosby,0892-1997,1873-4588,1995-03-01,Present,4000
Free Radical Biology & Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/free-radical-biology-and-medicine,Elsevier,0891-5849,1873-4596,1995-01-01,Present,4001
Journal of Diabetes and Its Complications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-diabetes-and-its-complications,Elsevier,1056-8727,1873-460X,1995-01-01,Present,4002
Journal of Gastrointestinal Surgery,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/11605,Springer Verlag New York Inc,1091-255X,1873-4626,1997-01-01,Present,4003
International Journal of Project Management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-project-management,Elsevier Science Limited,0263-7863,1873-4634,1995-02-01,Present,4004
"Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physics-and-chemistry-of-the-earth-part-a-solid-earth-and-geodesy,Elsevier,1464-1895,1873-4642,1999-01-01,2001-12-31,4005
Journal of alloys and compounds,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-alloys-and-compounds,Elsevier,0925-8388,1873-4669,1995-01-01,Present,4006
"Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physics-and-chemistry-of-the-earth-part-b-hydrology-oceans-and-atmosphere,Elsevier,1464-1909,1873-4677,1999-01-01,2001-12-31,4007
"Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physics-and-chemistry-of-the-earth-part-c-solar-terrestrial-and-planetary-science,Elsevier,1464-1917,1873-4685,1999-01-01,2001-12-31,4008
International journal of hospitality management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-hospitality-management,Elsevier,0278-4319,1873-4693,1995-03-01,Present,4009
International journal of information management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-information-management,Elsevier Science Limited,0268-4012,1873-4707,1995-02-01,Present,4010
Journal of petroleum science and engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-petroleum-science-and-engineering,Elsevier Science Limited,0920-4105,1873-4715,1995-01-01,Present,4011
International journal of accounting information systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-accounting-information-systems,Elsevier Inc NY Journals,1467-0895,1873-4723,2000-03-01,Present,4012
International Journal of Approximate Reasoning,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-approximate-reasoning,Elsevier,0888-613X,1873-4731,1987-01-01,Present,4013
International Journal of Developmental Neuroscience,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-developmental-neuroscience,Elsevier,0736-5748,1873-474X,1995-02-01,Present,4014
International Journal of Drug Policy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-drug-policy,Elsevier Science Limited,0955-3959,1873-4758,1998-02-01,Present,4015
Journal of magnetism and magnetic materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-magnetism-and-magnetic-materials,Elsevier,0304-8853,1873-4766,1995-01-01,Present,4016
Journal of materials processing technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-materials-processing-technology,Elsevier,0924-0136,1873-4774,1995-01-01,Present,4017
Journal of the mechanics and physics of solids,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-the-mechanics-and-physics-of-solids,Elsevier,0022-5096,1873-4782,1995-01-01,Present,4018
Journal of non-crystalline solids,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-non-crystalline-solids,North Holland,0022-3093,1873-4812,1995-01-01,Present,4019
Journal of nuclear materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-nuclear-materials,Elsevier,0022-3115,1873-4820,1995-01-01,Present,4020
Journal of orthopaedic nursing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-orthopaedic-nursing,Elsevier,1361-3111,1873-4839,1997-02-01,2009-11-30,4021
Journal of Nutritional Biochemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-journal-of-nutritional-biochemistry,Elsevier,0955-2863,1873-4847,1995-01-01,Present,4022
Journal of applied mathematics and mechanics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-applied-mathematics-and-mechanics,Elsevier,0021-8928,1873-4855,1995-01-01,Present,4023
Journal of biotechnology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-biotechnology,Elsevier,0168-1656,1873-4863,1995-01-15,Present,4024
International journal of educational development,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-educational-development,Elsevier,0738-0593,1873-4871,1995-01-01,Present,4025
Journal of pharmacological and toxicological methods,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-pharmacological-and-toxicological-methods,Elsevier,1056-8719,1873-488X,1995-02-01,Present,4026
Journal of Pediatric Urology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-pediatric-urology,Elsevier Science Limited,1477-5131,1873-4898,2005-02-01,Present,4027
Clinical and Diagnostic Virology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-and-diagnostic-virology,Elsevier,0928-0197,1873-4901,1995-01-01,1998-07-15,4028
International Journal of Nursing Studies,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-nursing-studies,Elsevier,0020-7489,1873-491X,1995-02-01,Present,4029
Materials Science and Engineering: A,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-science-and-engineering-a,Elsevier,0921-5093,1873-4936,1995-01-01,Present,4030
Materials Science and Engineering: B,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-science-and-engineering-b,Elsevier,0921-5107,1873-4944,1995-01-01,Present,4031
Materials letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/materials-letters,Elsevier,0167-577X,1873-4979,1995-01-01,Present,4032
Journal of Controlled Release,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-controlled-release,Elsevier,0168-3659,1873-4995,1995-01-01,Present,4033
Journal of crystal growth,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-crystal-growth,Elsevier,0022-0248,1873-5002,1995-01-01,Present,4034
Journal of cystic fibrosis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cystic-fibrosis,Elsevier,1569-1993,1873-5010,2002-03-01,Present,4035
Physiology & Behavior,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physiology-and-behavior,Elsevier,0031-9384,1873-507X,1995-01-01,Present,4036
Planetary and Space Science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/planetary-and-space-science,Elsevier,0032-0633,1873-5088,1995-01-01,Present,4037
Political geography,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/political-geography,Elsevier,0962-6298,1873-5096,1995-01-01,Present,4038
Progress in Neurobiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-neurobiology,Elsevier,0301-0082,1873-5118,1995-01-01,Present,4039
Parkinsonism & Related Disorders,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/parkinsonism-and-related-disorders,Elsevier Health Sciences,1353-8020,1873-5126,1995-07-01,Present,4040
Patient Education and Counseling,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/patient-education-and-counseling,Elsevier,0738-3991,1873-5134,1995-02-01,Present,4041
Pattern Recognition: The Journal of the Pattern Recognition Society,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pattern-recognition,Elsevier,0031-3203,1873-5142,1995-01-01,Present,4042
Pediatric Neurology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pediatric-neurology,Elsevier,0887-8994,1873-5150,1995-01-01,Present,4043
Peptides,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/peptides,Elsevier,0196-9781,1873-5169,1995-01-01,Present,4044
Pharmacology Biochemistry and Behavior,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pharmacology-biochemistry-and-behavior,Elsevier,0091-3057,1873-5177,1995-01-01,Present,4045
"Physics and Chemistry of the Earth, Parts A/B/C",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physics-and-chemistry-of-the-earth-parts-a-b-c,Elsevier,1474-7065,1873-5193,2002-01-01,Present,4046
"Nonlinear Analysis: Theory, Methods & Applications",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/nonlinear-analysis,Elsevier,0362-546X,1873-5215,1995-01-01,Present,4047
